Ref_No,Facility_Name,Service_Type,Contact_Name,Address1,Address2,Address3,Town,Eircode,County,Age_Range,Area,Community,Contact_Name,Email,Phone_Number
TU2017LM500,Sunflower Montessori School ,Part Time,Sarah Matthews ,Unit 1 ,Mountain Vista,Mill Road ,Kinlough ,N/A,Leitrim,2 - 6 Years,West,N/A,Sarah Matthews,heronsarah@hotmail.com,071 9843444
TU2015LM038,Tullaghan Community Playgroup ,Part Time,Mairead Hughes ,1 Carberry Coast ,, ,Tullaghan ,F91 X568,Leitrim,3 - 6 Years,West,N/A,Marian Cahill,tullaghanplaygroup@yahoo.ie,071 9829043
TU2015LM002,Annaduff Community Childcare Ltd ,Sessional,Phil Quinlan ,Jamestown Community Centre ,Jamestown, ,Carrick-on-Shannon ,N41 XE35,Leitrim,3 - 6 Years,West,N/A,Toni Becker,acc.ltd@hotmail.com,086 8493069
TU2015LM028,Ballinamore Childcare Limited ,Sessional,Sandra Reid ,Old Vocational School ,Aghadark, ,Ballinamore ,N41 AH31,Leitrim,0 - 6 Years,West,N/A,David Ahern,ballinamorechildcare@gmail.com,071 9644904
TU2015LM020,Carrigallen Childcare Facility Ltd ,Sessional,Tina Gallogly ,Chapel Road ,, ,Carrigallen ,H12 YW01,Leitrim,3 - 6 Years,West,N/A,Dominic Taafe,happyfeetcarrigallen@gmail.com,049 4339812
TU2015LM008,Childhood Days ,Sessional,Eilish Winters ,Laird House ,, ,Drumshanbo ,N41 H3C5,Leitrim,0 - 6 Years,West,N/A,Josephine Cox,childhooddays1@eircom.net,071 9640887
TU2015LM009,Cloone/Aughavas Comm Childcare Ltd (Little Rascals) ,Sessional,Mary Moran ,Cloone Community Centre ,, ,Cloone ,N/A,Leitrim,3 - 6 Years,West,N/A,Emer Clancy,caccltd@live.ie,071 9636916
TU2015LM012,Dromahair Community Playschool Ltd ,Sessional,Teresa Cassidy ,Drumlease Old Health Centre ,, ,Dromahair ,F91 P852,Leitrim,3 - 6 Years,West,N/A,Teresa Cassidy,dromahairplayschool@hotmail.com,071 9164776
TU2015LM013,Drumreilly Community  Playgroup ,Sessional,Deborah Lynch ,Drumreilly Community Centre ,Drumlea, ,Carrigallen ,H12 H336,Leitrim,3 - 6 Years,West,N/A,Ashling Mulcahy,drumreillycommunityplaygroup@gmail.com,086 8952935
TU2015LM004,Drumshanbo Community Childcare Facilities CLG t/a Bo Peep Kidz ,Sessional,Irene McGovern ,Church Street ,, ,Drumshanbo ,N41 H3C5,Leitrim,0 - 6 Years,West,N/A,Desmond Doyle,irenemcg13@hotmail.com,071 9641987
TU2015LM015,Eivers Lane  Childcare Centre (Sessional) separate building ,Sessional,Andrea McCrann Alice McTeague ,Cannon Donohoe Hall ,, ,Mohill ,N41RX25,Leitrim,3 - 6 Years,West,N/A,Padraig McWeeney,eiverslane@gmail.com,071 9632936
TU2015LM016,Farmyard Mini World ,Sessional,Lucy Davey ,51 Mc Dermott Terrace  ,, ,Manorhamilton  ,N/A,Leitrim,0 - 6 Years,West,N/A,Lucy Davey,mounttown.davey@yahoo.ie,085 7618970
TU2015LM017,Fenagh Community Playgroup ,Sessional,Ceara Scollan ,Fenagh ,, ,Fenagh ,N41 T6H9,Leitrim,3 - 6 Years,West,N/A,Louise Conefrey,fenaghchildcareltd@gmail.com,086 3593244
TU2015LM019,Gortletteragh Community Playgroup Ltd ,Sessional,Caroline Mitchell ,Old School House ,Gortletteragh, ,Mohill ,N41 NY29,Leitrim,3 - 6 Years,West,N/A,Caroline Mitchell,gortplay@live.com,087 9066889
TU2015LM021,Kiltubrid Playgroup ,Sessional,Sheila Dorange ,Drumcong ,, ,Carrick-on-Shannon ,N41 RD63,Leitrim,3 - 6 Years,West,N/A,Noelleen Curran,kiltubridplaygroupltd@gmail.com,071 9642991
TU2015LM024,Little Acorns Creche ,Sessional,Veronica Harte ,Cluain Alainn ,, ,Carrigallen ,H12 E364,Leitrim,0 - 6 Years,West,N/A,Gerry  Moran,v.littleacorns@hotmail.com,049 4339478
TU2015LM025,Little Learners Ltd ,Sessional,Margaret McMorrow ,Diffreen ,Glencar, ,Manorhamilton ,F91 KH9N,Leitrim,3 - 6 Years,West,N/A,Mary Kerrigan,mcmorrow.margaret@gmail.com,087 2853671
TU2015LM027,Little Wonders  ,Sessional,Alison Smith ,13 Ashdale ,, ,Drumshanbo ,N41 EF10,Leitrim,3 - 6 Years,West,N/A,Alison Smith,alismith28@gmail.com,071 9640828
TU2015LM035,Manorhamilton Childcare Services Limited ,Sessional,Emma Curran ,Bee Park Community Centre ,Main Street, ,Manorhamilton ,F91 HCD9,Leitrim,0 - 6 Years,West,N/A,Alice Mitchell,tinyheartscreche@eircom.net,071 9820900
TU2015LM029,Mary Callaghan Mallon Childminding Services ,Sessional,Mary Callaghan Mallon ,Clooncarne ,,Bornacoola ,Mohill ,N41 W728,Leitrim,0 - 6 Years,West,N/A,Mary Callaghan Mallon,marymallonjnr@eircom.net,087 6223011
TU2015LM030,Scallywags Playschool ,Sessional,Val Kells ,Drumeela  ,, ,Carrigallen ,N/A,Leitrim,3 - 6 Years,West,N/A,Teresa O'Kelly,vp-ks@hotmail.com,087 9747714
TU2015LM032,Shannonside Community Childcare Centre ,Sessional,Barbara Sweeney ,Shanonside View ,Rosebank, ,Carrick on Shannon ,N41 DY99,Leitrim,3 - 6 Years,West,N/A,Donal Fox,rosebank@ldco.ie,071 9622158
TU2015LM033,Spraoi Le Cheile Naionra ,Sessional,Rachel O'Reilly ,Kiltoghert Community Centre ,Kiltoghert, ,Carrick-on-Shannon ,N41 HC95,Leitrim,3 - 6 Years,West,N/A,Rachel O'Reilly,spraoilecheilenaionra@gmail.com,087 6696236
TU2015LM034,Sunflower Montessori ,Sessional,Sarah Matthews ,Unit 3   ,Mountain Vista, ,Kinlough ,F91 W443,Leitrim,3 - 6 Years,West,N/A,Sarah Matthews,heronsarah@hotmail.com,071 9843444
TU2017LM500,Sunflower Montessori School ,Sessional,Sarah Matthews ,Unit 1 ,Mountain Vista,Mill Road ,Kinlough ,N/A,Leitrim,2 - 6 Years,West,N/A,Sarah Matthews,heronsarah@hotmail.com,071 9843444
TU2015LM038,Tullaghan Community Playgroup ,Sessional,Mairead Hughes ,1 Carberry Coast ,, ,Tullaghan ,F91 X568,Leitrim,3 - 6 Years,West,N/A,Marian Cahill,tullaghanplaygroup@yahoo.ie,071 9829043
TU2015LM032,Shannonside Community Childcare Centre ,Drop-In,Barbara Sweeney ,Shanonside View ,Rosebank, ,Carrick on Shannon ,N41 DY99,Leitrim,3 - 6 Years,West,N/A,Donal Fox,rosebank@ldco.ie,071 9622158
TU2015LK004,ABC LTD ,Full Day,Fiona Lenihan ,39 Hillcroft ,St Patricks Road, ,Limerick ,N/A,Limerick,0 - 6 Years,West,N/A,Fiona Lenihan,flenihan4@gmail.com,061 411855
TU2015LK009,All About Kids Ltd ,Full Day,Michelle Swain ,8-10 Coonagh Court ,, ,Doon ,V94 V029,Limerick,0 - 6 Years,West,N/A,Michelle Swain,mcarmody@allaboutkids.ie,061 380840
TU2015LK018,Banogue Community Creche ,Full Day,Amanda Jordan ,Banogue ,, ,Croom ,V35 PW27,Limerick,0 - 6 Years,West,N/A,Liz Cahill,bcreche@gmail.com,061 602818
TU2015LK195,Bizzi Kids Creche ,Full Day,Elma Brazill ,Bellview ,, ,Kilmallock ,V35 DW60,Limerick,0 - 6 Years,West,N/A,Elma Brazill,bizzikidscreche@gmail.com,063 20705
TU2015LK029,Busy Kids Creche ,Full Day,Miriam Kiely ,Ballycummin Village ,, ,Raheen ,N/A,Limerick,0 - 6 Years,West,N/A,Seamus Crowley,ballycummin@busykids.ie,061 309487
TU2015LK030,Busy Kids Creche ,Full Day,Sandra McDonagh ,Ennis Road ,, ,Limerick ,V94 KC7K,Limerick,0 - 6 Years,West,N/A,Declan Feely,ennisroad@busykids.ie,061 452760
TU2015LK035,Cappagh Community Creche ,Full Day,Katie Horan ,Ballinagrane ,, ,Askeaton ,V94 K582,Limerick,0 - 6 Years,West,N/A,Jenna Bourke,cappaghcreche@gmail.com,069 63758
TU2015LK036,Care Bears Creche and Montessori ,Full Day,Mariana Kok ,The Loughmore Centre ,Loughmore Avenue,Raheen Business Park ,Raheen ,V94 RD30,Limerick,0 - 6 Years,West,N/A,Mariana  Kok,marianagisb@hotmail.com,061 307390
TU2015LK039,Castle Creche ,Full Day,Gillian Costello ,Coolbawn Meadows ,, ,Castleconnell ,V94 Y058,Limerick,0 - 6 Years,West,N/A,Gillian  Costello,castlecreche@gmail.com,061 219859
TU2015LK057,Croi Na nÓg Rathkeale Community Childcare LTD ,Full Day,Méabh  O'Kelly ,Well Lane ,, ,Rathkeale ,V94 D2U9,Limerick,0 - 6 Years,West,N/A,Sharon Noonan,office@rathkealechildcare.ie,069 63505
TU2015LK059,Day Dreams Creche ,Full Day,Lynn Shanahan Karen Gorey ,Lissnalta ,, ,Dooradoyle ,V94 H5P8,Limerick,0 - 6 Years,West,N/A,Lynn  Shanahan,lynn.shanahan3@gmail.com,061 304126
TU2015LK060,Day Dreams Creche ,Full Day,Louise Griffith ,The Meadow ,Ros Fearna, ,Murroe ,V94 P8A0,Limerick,0 - 6 Years,West,N/A,Lynn  Shanahan,daydreamscrechemurroe@gmail.com,061 386 726
TU2015LK061,Desmond Community Creche ,Full Day,Margaret Kelly ,Gortboy ,, ,Newcastlewest ,N/A,Limerick,0 - 6 Years,West,N/A,Anthony Coleman,desmondcommunitycreche@eircom.net,069 79774
TU2015LK069,Family Tree Creche ,Full Day,Jean Cleary ,Limerick Enterprise Development Partnership ,Roxboro Road, ,Limerick ,V94 VK19,Limerick,0 - 6 Years,West,N/A,Liam  McElligot,jcleary@ledp.ie,061 317618
TU2015LK075,Future Heroes Childcare ,Full Day,Laura Fitzergerald Niamh Hannon ,The Mews ,Ballinacurra House, ,Ballinacurra ,V94 E429,Limerick,3 - 6 Years,West,N/A,Laura  Fitzgerald,futureheroeschildcare@gmail.com,085 7430525
TU2015LK082,Happy Faces Creche ,Full Day,Julie Lundon Margaret O'Connor ,Deel Manor Estate ,, ,Askeaton ,V94 X952,Limerick,0 - 6 Years,West,N/A,Julie Lundon Margaret O'Connor,gilmour78@hotmail.com,061 601896
TU2015LK089,Karibu Montessori ,Full Day,Regina Corcoran ,The Newtown Centre ,, ,Annacotty ,V94 DK02,Limerick,0 - 6 Years,West,N/A,Liza Eyres,regina@karibuschool.com,061 338339
TU2015LK092,Kilcolman Community Creche ,Full Day,Grainne  Fitzgibbon ,St. Coleman’s Childcare Service ,Kilcolman, ,Ardagh ,V42 YP11,Limerick,0 - 6 Years,West,N/A,Joanna O'Connor,kilcolmancreche@eircom.net,069 60770
TU2015LK098,Knockainey Childminding & Afterschool Services ,Full Day,Slyvia Hayes ,Baggotstown ,, ,Bruff ,V35 WF67,Limerick,0 - 6 Years,West,N/A,Sylvia  Hayes,hayessylvia5@gmail.com,061 389843
TU2015LK106,Limerick Social Service Council Early Years Service ,Full Day,Linda O'Donnell ,Limerick Social Service Centre ,Henry Street, ,Limerick ,V94 2W14,Limerick,0 - 6 Years,West,N/A,Brian Ryan,linda.odonnell@lssc.ie,061 315519
TU2015LK107,Lios Na Si Broadford Community Childcare ,Full Day,Margaret Roche ,Broadford Community Childcare ,Broadford, ,Charleville ,P56 RX25,Limerick,3 - 6 Years,West,N/A,Marie O'Donnell,broadford.communitycreche@yahoo.ie,053 84876
TU2015LK126,Little Seeds Childcare Moyross Community Enterprise Centre Ltd ,Full Day,Leesa Flanagan Fitzgerald ,Moyross Community Enterprise Centre ,Moyross, ,Limerick ,V94 HW58,Limerick,0 - 6 Years,West,N/A,Tony Lynch,littleseeds@moyross.ie,061 321152
TU2015LK113,Little Stars Creche ,Full Day,Ann-Marie Huxley  ,Killarney Road ,, ,Abbeyfeale ,V94 AW77,Limerick,0 - 6 Years,West,N/A,Ann-Marie Huxley,annmariehuxley@yahoo.ie,068 30438
TU2015LK115,Little Treasures Creche & Montessori School ,Full Day,Lisa Hanley  Shelia Horan ,Racefield Centre ,Fr Russell Road, ,Limerick ,N/A,Limerick,0 - 6 Years,West,N/A,Lisa Hanley  Shelia Horan,info@littletreasures.ie,061 306840
TU2015LK116,Little Wonders ,Full Day,Eleanor O'Sullivan ,Boherbue ,, ,Newcastlewest ,VR2 XN25,Limerick,0 - 6 Years,West,N/A,Eleanor  O'Sullivan,osullivan.eleanor@yahoo.ie,069 61262
TU2015LK123,Mega Kids ,Full Day,Mary-Helen O'Brien ,Rathwood ,, ,Murroe ,V94 Y6T8,Limerick,0 - 6 Years,West,N/A,Mary O'Brien,maryhelenobrien@hotmail.com,061 386446
TU2015LK127,Munroe Kids Club  ,Full Day,Caroline Roche Ciara Mc Donnell ,Fr. Russell Road ,Dooradoyle, ,Limerick ,V94 A4T0,Limerick,0 - 6 Years,West,N/A,Caroline Roche,carolinevarley@hotmail.com,061 229344
TU2015LK096,Northside FRC Kings Island Creche ,Full Day,Leanne Doyle Higgins ,Northside Family Resource Centre ,Cloncannane Road, ,Kings Island ,V94 P6W8,Limerick,0 - 6 Years,West,N/A,Steve Goode,kingsislandcc@gmail.com,061 319902
TU2015LK157,Northside FRC Sunshine Childcare Centre ,Full Day,Steve Goode ,Northside Family Resource Centre ,Ballynanty, ,Limerick ,V94 APX8,Limerick,0 - 6 Years,West,N/A,Steve Goode,ciarakane@northsidefrc.ie,061 326623
TU2015LK135,Nursery Times ,Full Day,Liz  Quinlivan ,28 Upper Mallow street ,, ,Limerick ,V94 TF21,Limerick,0 - 6 Years,West,N/A,Sarah  O'Doherty,lizhannafin@gmail.com,061 314434
TU2015LK136,Oakleigh Kids Academy ,Full Day,Helena O'Neill ,Oakleigh Woods ,, ,Dooradoyle ,V94 W7P3,Limerick,0 - 6 Years,West,N/A,Helena O Neill,oakleighkidsacademy@yahoo.com,061 305648
TU2015LK045,Our Lady of Lourdes Childworld Creche ,Full Day,Michelle O'Doherty ,Our Lady of Lourdes ,Greenfields Cross  Childers Road, ,Rosbrien ,V94 KX9V,Limerick,3 - 6 Years,West,N/A,Caroline  Clarke,michelle.odoherty@ololcsg.ie,061 303472
TU2015LK139,Park Childcare ,Full Day,Charlene  Fitzgerald ,Rhebogue ,, ,Limerick ,V94 P9V2,Limerick,0 - 6 Years,West,N/A,Charlene  Fitzgerald,parkchildcarerhebogue@gmail.com,061 609628
TU2015LK141,Pebbled Pathways  ,Full Day,Mark Loftus Ellen Long & Stephanie Cahill ,Grove Island ,Corbally, ,Limerick ,V94 N27K,Limerick,0 - 6 Years,West,N/A,Doreen Morgan Mark Loftus,mark@pebbledpathways.com,061 349000
TU2015LK142,Poppins's Pre-School Professionals ,Full Day,Derek O'Halloran ,Old Windmill Lane ,Lower Gerald Griffin St, ,Limerick ,V94 HW84,Limerick,0 - 6 Years,West,N/A,Derek O'Halloran,info@poppins.ie,061 317274
TU2015LK180,Rainbow Childcare Academy Ltd ,Full Day,Nichola  McEwan ,Unit 22 Block A ,River Point,Bishops Quay ,Limerick ,V94 ND89,Limerick,1 - 6 Years,West,N/A,Michael  McCarthy,rainbowchildcareacademy@gmail.com,083 8574480
TU2015LK152,Silver Apples Creche ,Full Day,Oliver Moloney ,University of Limerick ,, ,Castletroy ,V94 X920,Limerick,0 - 6 Years,West,N/A,Oliver Moloney,silverapplescreche@ul.ie,061 213468
TU2015LK162,Starting Small Standing Tall ,Full Day,Mella Byrne Pamela Walsh ,Crossagalla ,Industrial Estate,Ballysimon ,Limerick ,N/A,Limerick,0 - 6 Years,West,N/A,Mella Byrne Pamela Walsh,mbyrne@small-tall.com,061 437333
TU2015LK168,Sunny Lane Creche ,Full Day,Anne McNamara ,Sunny Lane ,The Avenue,Main Street ,Castleconnell ,N/A,Limerick,0 - 6 Years,West,N/A,Anne McNamara,anne.mc.377@gmail.com,061 372028
TU2015LK154,Tait House Crèche ,Full Day,Therese  Gaffney ,Tait House ,Collins Avenue,Roxboro Road ,Limerick ,V94 NXT8,Limerick,0 - 6 Years,West,N/A,Tracey Lynch,sdc.tgaffney@gmail.com,061 432129
TU2015LK170,Tall Trees Childcare ,Full Day,Pamela Walsh ,Glanntan ,Golf Links Road, ,Castletroy ,V94 P276,Limerick,0 - 6 Years,West,N/A,Pamela  Walsh,talltrees1@eircom.net,061 332887
TU2015LK171,Tall Trees Childcare ,Full Day,Jennifer O'Neill Pamela Walsh ,Springfield ,Old Singland Road, ,Limerick ,V94 K577,Limerick,0 - 6 Years,West,N/A,Pamela  Walsh,talltrees1@eircom.net,061 422790
TU2015LK178,Thumbelinas Creche ,Full Day,Margaret Millea ,Glencarragh ,South Circular Road, ,Limerick ,N/A,Limerick,0 - 6 Years,West,N/A,Margaret Millea,margaretlane8@gmail.com,061 308166
TU2015LK182,Tiny Friends Creche ,Full Day,Karina Healy ,Old School House ,Mungret, ,Limerick ,V94 A270,Limerick,3 - 6 Years,West,N/A,Michael  Healy,tinyfriendscreche@gmail.com,061 210800
TU2015LK183,Tir na nOg ,Full Day,Majella Smith Mary Mansbridge ,74 Raheen Gardens ,, ,Raheen ,V94 TR79,Limerick,0 - 6 Years,West,N/A,Majella  Smith,murphysouthside@eircom.net,061 304297
TU2015LK186,TLC Childcare ,Full Day,Joan Hester ,116 Templegreen ,Station Road, ,Newcastle West ,V42 P635,Limerick,0 - 6 Years,West,N/A,Joan  Hester,info@tlc-cc.ie,069 79939
TU2016LK013,TLC Childcare WoodField ,Full Day,Joan Hester ,Woodfield Grove ,Killeline, ,Newcastle West ,V42 X934,Limerick,0 - 6 Years,West,N/A,Joan Hester,woodfield@tlc-cc.ie,069 79939
TU2015LK191,Unikids Childcare ,Full Day,Millie Ramayo ,University Bunisness Complex ,National Technology Park, ,Castletroy ,V94 A529,Limerick,0 - 6 Years,West,N/A,PJ Noonan,millie@unikidschildcare.com,061 334121
TU2015LK194,Wilmot's Childcare ,Full Day,Rosemary Wilmot ,Annacotty Business Park ,, ,Annacotty ,V94 TOC9,Limerick,0 - 6 Years,West,N/A,Rosemary Wilmot,rosemarywilmot@hotmail.com,061 358166
TU2015LK003,Abbey Kids ,Part Time,Mary Tuohy ,The Old Library  ,Abbeyfarm, ,Kilmallock ,V35 R761,Limerick,3 - 6 Years,West,N/A,David Goodchild,kilmallockccs@gmail.com,063 98436
TU2015LK004,ABC LTD ,Part Time,Fiona Lenihan ,39 Hillcroft ,St Patricks Road, ,Limerick ,N/A,Limerick,0 - 6 Years,West,N/A,Fiona Lenihan,flenihan4@gmail.com,061 411855
TU2015LK006,ACM Kidz ,Part Time,Deirdre McMahon ,14/15 Castle Street ,, ,Castleconnell ,V94 CW29,Limerick,3 - 6 Years,West,N/A,John  McNamara,deirdre@castleconnell.ie,061 372750
TU2015LK130,An Naíonra Gaelscoil Ó Doghair ,Part Time,Padraigin Ni Lordain ,Bóthar An Staisiúin ,, ,Caisleán Nua Thiar ,N/A,Limerick,3 - 6 Years,West,N/A,Donal Cooper,muinteoircaitlin@gmail.com,069 61087
TU2015LK028,Busy Bees Pre School ,Part Time,Vivienne Vereker ,59 Park Gardens ,Corbally, ,Limerick ,V94 P407,Limerick,3 - 6 Years,West,N/A,Vivienne  Verker,viviennevereker@hotmail.com,087 6832476
TU2015LK063,Distillery View Childcare Initiative ,Part Time,Margaret Monahan ,Quarry Road ,Thomondgate, ,Limerick ,V94 HK83,Limerick,2 - 6 Years,West,N/A,Lisa Rourke,distilleryviewcc@respond.ie,061 454123
TU2015LK064,Early Start Education ,Part Time,Norita Ryan Tina Quinn ,73 Dromroe ,Rhebogue, ,Limerick ,V94 YC81,Limerick,2 - 6 Years,West,N/A,Norita Ryan Tina Quinn,earlystarteducation@eircom.net,085 7144453
TU2015LK073,Freckles Childcare  ,Part Time,Valerie Lysaght ,Mill Road ,Corbally, ,Limerick ,N/A,Limerick,3 - 6 Years,West,N/A,Valerie  Lysaght,val_lysaght@yahoo.com,087 6742983
TU2017LK092,Hope Montessori And Autism Care Cetre ,Part Time,Sherene Powell ,Classroom 1 ,St. Lelia's Age Friendly Community Education Campus,Kenyon Avenue ,Kileely ,N/A,Limerick,3 - 6 Years,West,N/A,Dawn Meade,hopeasd@gmail.com,N/A
TU2015LK088,Jonix Educational Services ,Part Time,Yvonne Nevin ,75 Ros na Ri ,Churchill Meadows,Raheen ,Limerick ,V94 TD52,Limerick,3 - 6 Years,West,N/A,Nicola  Hansen,nicola@jonix.ie,061 303449
TU2015LK094,Kilfinny School Childcare ,Part Time,Pauline  Nolan ,Kilfinny National School ,Kilfinny, ,Adare ,V94 A8P6,Limerick,3 - 6 Years,West,N/A,Marion  Geary,kilfinnyschoolchildcare@gmail.com,089 4196810
TU2015LK095,Kilmallock Pre School Ltd ,Part Time,Breda Costello ,Girls National School ,Sheares Street, ,Kilmallock ,V35 YP62,Limerick,3 - 6 Years,West,N/A,William Fitzmaurice,kilmallockpre-school@hotmail.com,087 6948952
TU2015LK103,Learning for Life Montessori School ,Part Time,Ann Nolan ,211 Meelick Rd ,Caherdavin, ,Limerick ,V94 RD37,Limerick,3 - 6 Years,West,N/A,Ann Nolan,ann.nolan@yahoo.ie,061 452692
TU2015LK116,Little Wonders ,Part Time,Eleanor O'Sullivan ,Boherbue ,, ,Newcastlewest ,VR2 XN25,Limerick,0 - 6 Years,West,N/A,Eleanor  O'Sullivan,osullivan.eleanor@yahoo.ie,069 61262
TU2015LK127,Munroe Kids Club  ,Part Time,Caroline Roche Ciara Mc Donnell ,Fr. Russell Road ,Dooradoyle, ,Limerick ,V94 A4T0,Limerick,0 - 6 Years,West,N/A,Caroline Roche,carolinevarley@hotmail.com,061 229344
TU2016LK005,Niki O'Connell Montessori School AMI ,Part Time,Niki O'Connell ,Newtown  ,Monaleen Road, ,Castletroy ,V94 V211,Limerick,2 - 6 Years,West,N/A,Niki O'Connell,nikioconnellmontessori@eircom.net,061 332276
TU2015LK141,Pebbled Pathways  ,Part Time,Mark Loftus Ellen Long & Stephanie Cahill ,Grove Island ,Corbally, ,Limerick ,V94 N27K,Limerick,0 - 6 Years,West,N/A,Doreen Morgan Mark Loftus,mark@pebbledpathways.com,061 349000
TU2015LK143,Presentation Pre-School ,Part Time,Alice Griffin ,Presentation Primary School ,Sexton Street, ,Limerick ,V94 P028,Limerick,3 - 6 Years,West,N/A,Marie Meskell Reidy,prespreschool@preslimerick.ie,087 6834461
TU2015LK147,Riocht na Si ,Part Time,Brid Ui Chinneide ,Conradh na Gaeilge ,18 Sraid Thomais, ,Limerick ,V94 CH29,Limerick,3 - 6 Years,West,N/A,Brid Ui Chinneide,conradhluimnigh@gmail.com,061 417895
TU2015LK015,Star Kids Athlacca ,Part Time,Siobhan Kirby ,Rathcannon ,Athlacca, ,Kilmallock ,V35 VY06,Limerick,3 - 6 Years,West,N/A,Pat Barry,daafterschool@gmail.com,063 90795
TU2015LK166,Sunflower Montessori Community Pre-school ,Part Time,Aine Roche ,Monastery Road ,, ,Doon ,V94 RF44,Limerick,2 - 6 Years,West,N/A,Aine  Roche,aine.roche@gmail.com,086 3273264
TU2015LK177,The Old School House Montessori ,Part Time,Niamh Faulkner ,Old School House ,Ballysclough, ,Limerick ,V94 Y8W7,Limerick,3 - 6 Years,West,N/A,Niamh  Faulkner,niamh.oldschoolhousemontessori@gmail.com,061 304633
TU2015LK010,Anne Kelleher ,Childminder,Anne Kelleher ,Osma ,O Connell Avenue, ,Limerick ,V94 HYK7,Limerick,0 - 6 Years,West,N/A,Anne  Kelleher,anne.kelleher213@gmail.com,061 316924
TU2015LK012,Annette Sweeney ,Childminder,Annette Sweeney ,Meenoline North ,, ,Templeglantine ,N/A,Limerick,0 - 6 Years,West,N/A,Annette  Sweeney,ams1171@gmail.com,069 84382
TU2015LK017,Ballykennedy Montessori ,Childminder,Aine O'Connor ,Ballykennedy South ,, ,Ballingarry ,V94 ERV0,Limerick,3 - 6 Years,West,N/A,Aine  O'Connor,aineoconnor07@eircom.net,069 68808
TU2015LK021,Bernadette Kelleher ,Childminder,Bernadette Kelleher ,Rathcannon ,Kilmallock, ,Athlacca ,V35 TY71,Limerick,0 - 6 Years,West,N/A,Bernadette Kelleher,kelleherber@yahoo.ie,087 6321207
TU2015LK037,Caroline Mc Carthy ,Childminder,Caroline McCarthy ,Church Road ,, ,Kilteely ,N/A,Limerick,0 - 6 Years,West,N/A,Caroline McCarthy,carolinemccarthy65@gmail.com,087 7531460
TU2015LK054,Country Kids ,Childminder,Sharon Fetton ,Drombane ,, ,Dromkeen ,N/A,Limerick,0 - 6 Years,West,N/A,Sharon  Fetton,sharon.fetton@hotmail.com,061 388943
TU2015LK058,Cute & Clever Playschool ,Childminder,Philomena Foley ,Richill ,, ,Lisnagry ,V94 V6W8,Limerick,2 - 6 Years,West,N/A,Philomena Foley,philomenafoley9@gmail.com,061 358998
TU2015LK065,Eleanor's Montessori ,Childminder,Eleanor Corneille ,47 Cragaun ,Fr Russell Road, ,Limerick ,V94 Y5T8,Limerick,3 - 6 Years,West,N/A,Eleanor  Corneille,eleanorsmontessori@gmail.com,061 226862
TU2015LK067,Ewelina Walas ,Childminder,Ewelina Walas ,21 Crestwood  ,Kilteragh, ,Dooradoyle ,V94 TVX7,Limerick,0 - 6 Years,West,N/A,Ewelina Walas,ewewalas@gmail.com,061 275081
TU2015LK071,Fiona Upton ,Childminder,Fiona Upton ,Kileen ,, ,Ballylanders ,V35 DH58,Limerick,3 - 6 Years,West,N/A,Fiona Upton,fiona_upton@yahoo.co.uk,087 9653234
TU2015LK074,Free Range Kids Explorer Programme ,Childminder,Jo Flinn ,The Old Rectory ,, ,Croom ,V35 YN67,Limerick,3 - 6 Years,West,N/A,Jo  Flinn,joflinn19@gmail.com,061 397245
TU2015LK079,Grins n Giggles ,Childminder,Agatha Corbett-O'Sullivan ,Danganbeg ,, ,Newcastlewest ,V42 WP28,Limerick,0 - 6 Years,West,N/A,Agatha Corbett-O'Sullivan,aggie.corbett@hotmail.com,069 72896
TU2015LK080,Hannah Cremin ,Childminder,Hannah Cremin ,Gortboy ,, ,Newcastlewest ,V42 AH99,Limerick,0 - 6 Years,West,N/A,Hannah  Cremin,hannahcremin43@gmail.com,069 66992
TU2015LK102,Leaping Frogs Childminding Service ,Childminder,Ann O'Donnell ,Coolcappagh ,, ,Ardagh ,V42 A072,Limerick,0 - 6 Years,West,N/A,Ann O'Donnell,leapingfrogschildcare@gmail.com,087 1514033
TU2015LK119,Lynette Bowes  ,Childminder,Lynette Bowes ,Carhue ,, ,Croom ,N/A,Limerick,0 - 6 Years,West,N/A,Lynette Bowes,lynettebowes@gmail.com,061 600724
TU2015LK129,Naionrai Na Raitlin ,Childminder,Elizabeth Hanrahan ,No 6 ,The Forge, ,Raheen ,V94 WY6A,Limerick,3 - 6 Years,West,N/A,Elizabeth  Hanrahan,lizhanrahan@eircom.net,061 303503
